İşlemci,İşlemci Serisi,İşlemci Modeli,Jenerasyon,Arttırılmış Frekans(GHz),Çekirdek,Temel Frekans(GHz),uri,Ürün Adı,En Düşük Fiyat,Medyan Fiyat,İşlemci Skoru,Cluster Label,Cosine Similar,1.NearestNeighbor,2.NearestNeighbor
Core i9,Intel Core,Intel Core i9-12900,12.Nesil,5.1,16.0,2.4,"https://www.cimri.com/islemci/en-ucuz-intel-bx8071512900-cpu-12900-ci9-5-2-ghz-16-cekirdek-30-mb-lga1700-islemci-fiyatlari,1488576798",Intel BX8071512900 Cpu 12900 Ci9 5.2 Ghz 16 Çekirdek 30 MB LGA1700 İşlemci,12668.81,13444.0,35.01,2,358,215,216
Core i3,Intel Core,Intel Core i3-12100F,12.Nesil,4.3,4.0,3.3,"https://www.cimri.com/islemci/en-ucuz-intel-core-i3-12100f-3-30-ghz-turbo-4-30-ghz-12-mb-cache-lga1700-12-nesil-islemci-fiyatlari,1706505313",Intel Core i3-12100F 3.30 GHz Turbo 4.30 GHz 12 MB Cache LGA1700 12. Nesil İşlemci,2364.46,2436.0,14.321,3,360,21,210
Core i5,Intel Core,Intel Core i5-13400F,11.Nesil,4.4,6.0,2.6,"https://www.cimri.com/islemci/en-ucuz-intel-core-i5-11400f-2-60-ghz-6-cekirdek-12mb-onbellek-soket-1200-islemci-fiyatlari,1112558527",Intel Core İ5-11400F 2.60 Ghz 6 Çekirdek 12MB Önbellek Soket 1200 İşlemci,2668.41,2803.0,25.779,6,29,339,7
Core i3,Intel Core,Intel Core i3-12100,12.Nesil,4.3,4.0,3.3,"https://www.cimri.com/islemci/en-ucuz-intel-bx8071512100-cpu-12100-ci5-4-3-ghz-4-cekirdek-17-mb-lga1700-islemci-fiyatlari,1488576727",Intel BX8071512100 Cpu 12100 Ci5 4.3 Ghz 4 Çekirdek 17 MB LGA1700 İşlemci,3375.9,3378.0,13.809,3,201,333,360
Core i3,Intel Core,Intel Core i3-13100,10.Nesil,4.4,4.0,3.7,"https://www.cimri.com/islemci/en-ucuz-intel-bx8070110105-cpu-10105-ci3-3-70ghz-lga1200-6mb-14nm-islemci-fiyatlari,1012992337",Intel BX8070110105 CPU 10105 CI3 3.70GHZ LGA1200 6MB 14NM İşlemci,2390.0,3085.0,14.237,3,225,279,320
Xeon E5,Intel Xeon,Intel Xeon E5-2689 @ 2.60GHz,,3.3,12.0,2.5,"https://www.cimri.com/islemci/en-ucuz-hpe-662228-b21-xeon-e5-2680-2-7-ghz-cpu-kit-dl380-gen-8-islemci-fiyatlari,1017781801",HPE 662228-B21 Xeon E5-2680 2.7 GHz CPU Kit DL380 Gen 8 İşlemci,5758.8,7794.0,9.76,6,205,286,331
Core i5,Intel Core,Intel Core i5-13400F,10.Nesil,4.3,6.0,2.9,"https://www.cimri.com/islemci/en-ucuz-intel-core-i5-10400f-4-30ghz-12mb-14nm-lga1200-kartsiz-fansiz-islemci-fiyatlari,2082386864",Intel Core i5-10400F 4 30Ghz 12MB 14nm Lga1200 Kartsız Fansız İşlemci,2492.7,2634.0,25.779,6,13,332,13
Core i5,Intel Core,Intel Core i5-13600K,11.Nesil,4.9,6.0,3.9,"https://www.cimri.com/islemci/en-ucuz-intel-11-nesil-i5-11600k-3-90-ghz-12-m-fclga1200-fansiz-cpu-islemci-box-fiyatlari,937942911",Intel 11. Nesil İ5 11600K 3.90 Ghz 12 m FCLGA1200 Fansız Cpu İşlemci Box,5932.08,6597.0,38.459,0,131,60,354
Core i9,Intel Core,Intel Core i9-12900KF,12.Nesil,5.2,16.0,3.2,"https://www.cimri.com/islemci/en-ucuz-intel-alder-lake-i9-12900kf-1700-pin-fansiz-box-islemci-fiyatlari,1270965010",Intel Alder Lake i9 12900KF 1700 Pin Fansız Box İşlemci,15437.47,15462.0,41.421,2,176,176,161
Ryzen 3,AMD Ryzen,AMD Ryzen 3 4100,4.Nesil,4.0,4.0,3.8,"https://www.cimri.com/islemci/en-ucuz-amd-ryzen-3-4100-4-ghz-mpk-4-cekirdek-6-mb-am4-7nm-islemci-fiyatlari,1504462636",AMD Ryzen 3 4100 4 Ghz MPK 4 Çekirdek 6 mb AM4 7nm İşlemci,1720.0,1751.0,11.133,3,59,59,22
Core i5,Intel Core,Intel Core i5-12500,12.Nesil,4.6,6.0,3.0,"https://www.cimri.com/islemci/en-ucuz-intel-core-ci5-12500-4-60-ghz-18-mb-box-1700pin-islemci-fiyatlari,1313773254",Intel Core CI5 12500 4.60 Ghz 18 MB Box 1700PIN İşlemci,5224.22,5556.0,19.922,6,140,297,350
Celeron,İntel Celeron,Intel Celeron 7305,3.Nesil,2.4,2.0,2.4,"https://www.cimri.com/islemci/en-ucuz-intel-celeron-g530-2-4ghz-1155pin-islemci-fiyatlari,310648",Intel Celeron G530 2.40 GHz Çift Çekirdekli 1155Pin İşlemci,95.04,97.0,2.189,5,314,244,302
Core i9,Intel Core,Intel Core i9-12900K,12.Nesil,5.2,16.0,3.2,"https://www.cimri.com/islemci/en-ucuz-intel-core-i9-12900k-3-20-ghz-30-mb-1700p-12-nesil-box-fansiz-islemci-fiyatlari,1062538101",Intel CORE i9-12900K 3.20 GHz 30 MB 1700P 12. Nesil Box Fansız İşlemci,12332.08,13438.0,41.589,2,194,176,182
Ryzen 5,AMD Ryzen,AMD Ryzen 5 4500,4.Nesil,4.1,6.0,3.6,"https://www.cimri.com/islemci/en-ucuz-amd-ryzen-5-4500-3-6-ghz-turbo-4-1-ghz-6-core-12-threads-11-mb-cache-am4-islemci-fiyatlari,1757038082",AMD Ryzen 5 4500 3.6 GHz Turbo 4.1 GHz 6 Core 12 Threads 11 MB Cache AM4 İşlemci,1850.12,1998.0,16.19,3,304,52,47
Ryzen 5,AMD Ryzen,AMD Ryzen 5 5600X,5.Nesil,4.6,6.0,3.7,"https://www.cimri.com/islemci/en-ucuz-amd-ryzen-5-5600x-3-7ghz-4-6ghz-6-cekirdek-35mb-soket-am4-islemci-fiyatlari,2037865661",AMD Ryzen 5 5600X 3.7GHz-4.6GHz 6 Çekirdek 35MB Soket AM4 İşlemci,3899.99,3980.0,21.931,0,117,342,89
Ryzen 7,AMD Ryzen,AMD Ryzen 7 5700X,5.Nesil,4.6,8.0,3.4,"https://www.cimri.com/islemci/en-ucuz-amd-ryzen-7-5700x-am4-pin-65-w-fansiz-box-islemci-fiyatlari,1513964928",Amd Ryzen 7 5700X Am4 Pin 65 W Fansız Box İşlemci,4759.99,5005.0,26.751,0,20,35,236
Celeron,İntel Celeron,Intel Celeron G6900,,2.8,2.0,2.8,"https://www.cimri.com/islemci/en-ucuz-intel-celeron-g3900-2-8-ghz-1151p-islemci-fiyatlari,146115348",Intel Celeron G3900 2.80 GHz 1151P Tek Çekirdekli İşlemci,1006.46,1369.0,4.415,5,213,258,229
Ryzen 5 Pro,AMD Ryzen,AMD Ryzen 5 PRO 1600,1.Nesil,3.6,6.0,3.2,"https://www.cimri.com/islemci/en-ucuz-amd-ryzen-5-1600-pro-3-2ghz-6c12t-am4-12nm-try-f-islemci-fiyatlari,938180331",AMD Ryzen 5 1600 Pro 3.2GHz 6C/12T AM4 12Nm -Try F İşlemci,1999.0,2452.0,10.401,3,271,9,249
Athlon,AMD Athlon,AMD Athlon 3000G,,3.5,2.0,3.5,"https://www.cimri.com/islemci/en-ucuz-amd-athlon-3000g-3-5-ghz-vega-3-graphics-4-mb-cache-am4-islemci-fiyatlari,1757038110",AMD Athlon 3000G 3.5 GHz Vega 3 Graphics 4 MB Cache AM4 İşlemci,1321.89,1368.0,4.478,3,17,134,68
Core i9,Intel Core,Intel Core i9-13900F,11.Nesil,5.2,8.0,2.5,"https://www.cimri.com/islemci/en-ucuz-intel-core-i9-11900f-2-5ghz-lga1200-16mb-islemci-fiyatlari,773769671",Intel Core i9 11900F 2.5GHZ LGA1200 16MB İşlemci,10144.57,11157.0,58.554,6,97,355,231
Core i5,Intel Core,Intel Core i5-12400,12.Nesil,4.4,6.0,2.5,"https://www.cimri.com/islemci/en-ucuz-intel-alder-lake-i5-12400-1700-pin-fanli-box-islemci-fiyatlari,1226866634",Intel Alder Lake i5 12400 1700 Pin Fanlı Box İşlemci,4288.32,5605.0,19.532,6,223,201,250
Core i9,Intel Core,Intel Core i9-13900F,10.Nesil,5.2,10.0,2.8,"https://www.cimri.com/islemci/en-ucuz-intel-i9-10900f-2-8ghz-lga1200-20mb-islemci-fiyatlari,668909799",Intel i9 10900F 2.8GHZ LGA1200 20MB İşlemci,8500.0,9280.0,58.554,2,122,290,367
Ryzen 7 Pro,AMD Ryzen,AMD Ryzen 7 PRO 4750G,4.Nesil,4.4,8.0,3.6,"https://www.cimri.com/islemci/en-ucuz-amd-tray-fanli-ryzen-7-pro-4750-g-4-4-ghz-8-cekirdek-12-mb-am4-7-nm-islemci-fiyatlari,740623533",AMD Tray Fanlı Ryzen 7 PRO 4750 G 4.4 Ghz 8 Çekirdek 12 MB AM4 7 nm İşlemci,4799.99,5737.0,20.579,0,381,306,36
Ryzen 7,AMD Ryzen,AMD Ryzen 7 5700X,5.Nesil,4.6,8.0,3.4,"https://www.cimri.com/islemci/en-ucuz-amd-ryzen-7-5700x-soket-am4-3-4ghz-32mb-65w-7nm-islemci-fiyatlari,2037865684",AMD Ryzen 7 5700X Soket AM4 3.4GHz 32MB 65W 7nm İşlemci,4949.95,5177.0,26.751,0,67,236,164
Core i5,Intel Core,Intel Core i5-13400F,11.Nesil,4.4,6.0,2.6,"https://www.cimri.com/islemci/en-ucuz-intel-bx8070811400f-cpu-11400f-ci5-2-6ghz-lga1200-12mb-hd730-islemci-fiyatlari,1012992329",Intel BX8070811400F CPU 11400F CI5 2.6GHZ LGA1200 12MB HD730 İşlemci,3286.94,3368.0,25.779,6,316,267,142
Ryzen 9,AMD Ryzen,AMD Ryzen 9 5900X,5.Nesil,4.8,12.0,3.7,"https://www.cimri.com/islemci/en-ucuz-amd-100-100000061wof-ryzen-9-5900x4-80ghz-am4-12c24t-cpu-amd-islemci-fiyatlari,1024552259",AMD 100-100000061WOF Ryzen 9 5900x4.80GHZ AM4 12C/24T CPU AMD İşlemci,9043.64,9044.0,39.272,0,208,32,304
Xeon Gold,Intel Xeon,Intel Xeon D-1622 @ 2.60GHz,2.Nesil,3.9,16.0,2.9,"https://www.cimri.com/islemci/en-ucuz-lenovo-4xg7a38082-intel-xeon-gold-6226r-2-9-ghz-islemci-fiyatlari,750093249",Lenovo 4XG7A38082 intel Xeon Gold 6226R 2.9 GHz İşlemci,44762.0,49010.0,6.205,2,125,265,367
Core i9,Intel Core,Intel Core i9-12900K,12.Nesil,5.2,16.0,3.2,"https://www.cimri.com/islemci/en-ucuz-intel-alder-lake-i9-12900k-1700-pin-fansiz-box-islemci-fiyatlari,1220959557",Intel Alder Lake i9 12900K 1700 Pin Fansız Box İşlemci,12070.48,14107.0,41.589,2,157,161,157
Pentium Gold,Intel Pentium,Intel Pentium Gold 8505,10.Nesil,4.1,2.0,4.1,"https://www.cimri.com/islemci/en-ucuz-intel-pentium-gold-g6405-4-1-ghz-4mb-lga1200p-islemci-fiyatlari,866334288",Intel Pentium Gold G6405 4.1 GHz 4MB LGA1200P İşlemci,1484.99,1590.0,7.6,3,123,123,105
Core i5,Intel Core,Intel Core i5-13500,10.Nesil,4.5,6.0,3.1,"https://www.cimri.com/islemci/en-ucuz-intel-i5-10500-3-1-ghz-4-5-ghz-12mb-lga1200p-islemci-fiyatlari,886452460",Intel i5-10500 3.1 GHz 4.5 GHz 12MB LGA1200P İşlemci,3430.75,3522.0,32.392,6,86,86,344
Core i7,Intel Core,Intel Core i7-13700,11.Nesil,4.9,8.0,2.5,"https://www.cimri.com/islemci/en-ucuz-intel-core-i7-11700-2-50-ghz-16-mb-cache-lga1200-11-nesil-islemci-fiyatlari,803337829",Intel Core i7-11700 2.50 GHZ 16 MB Cache LGA1200 11.Nesil İşlemci,5836.99,6282.0,40.028,6,219,83,334
Core i9,Intel Core,Intel Core i9-13900K,11.Nesil,5.3,8.0,3.5,"https://www.cimri.com/islemci/en-ucuz-intel-11-nesil-i9-11900k-3-50-ghz-16-m-fclga1200-fansiz-cpu-islemci-box-fiyatlari,907503994",Intel 11. Nesil İ9 11900K 3.50 Ghz 16 m FCLGA1200 Fansız Cpu İşlemci Box,11111.0,11996.0,60.088,0,222,14,27
Core i3,Intel Core,Intel Core i3-12100F,12.Nesil,4.3,4.0,3.3,"https://www.cimri.com/islemci/en-ucuz-intel-core-i3-12100fsoket-1700-12mb-on-bellek-islemci-fiyatlari,2037866183",Intel Core I3-12100F/Soket 1700 12Mb Ön Bellek İşlemci,2959.0,3071.0,14.321,3,21,108,192
Core i9,Intel Core,Intel Core i9-12900KF,12.Nesil,5.2,16.0,3.2,"https://www.cimri.com/islemci/en-ucuz-intel-core-i9-12900kf-3-20ghz-turbo-5-10ghz-30-mb-cache-lga1700-12-nesil-islemci-fiyatlari,1295116828",Intel Core İ9-12900KF 3.20GHZ Turbo 5.10GHZ 30 MB Cache LGA1700 12.Nesil İşlemci,12600.0,12662.0,41.421,2,150,356,48
Core i7,Intel Core,Intel Core i7-12700F,12.Nesil,4.9,12.0,2.1,"https://www.cimri.com/islemci/en-ucuz-intel-core-ci7-12700f-2-1-ghz-1700p-25-mb-box-islemci-fiyatlari,1476999412",Intel Core CI7 12700F 2.1 Ghz 1700P 25 MB Box İşlemci,7499.99,8139.0,31.146,2,330,317,200
Xeon E5,Intel Xeon,Intel Xeon E5-2620 @ 2.00GHz,,2.6,6.0,2.1,"https://www.cimri.com/islemci/en-ucuz-hpe-intel-e5-2620-v2-715221-b21-2-1-ghz-cpu-kit-dl380-gen8-islemci-fiyatlari,1463142824",HPE İntel E5-2620 v2 715221-B21 2.1 GHz CPU Kit DL380 Gen8 İşlemci,2423.59,4063.0,5.288,5,205,275,205
Core i5,Intel Core,Intel Core i5-13600KF,11.Nesil,4.9,6.0,3.9,"https://www.cimri.com/islemci/en-ucuz-intel-bx8070811600kf-core-i5-11600kf-3-90-4-90-ghz-12-mb-1200p-islemci-fiyatlari,2067132316",Intel BX8070811600KF Core i5-11600KF 3.90-4.90 GHz 12 MB 1200P İşlemci,5760.53,5761.0,38.395,0,189,131,127
Core i5,Intel Core,Intel Core i5-13500,11.Nesil,4.6,6.0,2.7,"https://www.cimri.com/islemci/en-ucuz-intel-core-i5-11500-socket-1200-11-nesil-2-70ghz-12mb-onbellek-14nm-islemci-fiyatlari,813109296",Intel Core i5 11500 Socket 1200 11. Nesil 2.70GHz 12MB Önbellek 14nm İşlemci,3449.0,4306.0,32.392,6,78,196,382
Core i7,Intel Core,Intel Core i7-12700K,12.Nesil,5.0,12.0,3.6,"https://www.cimri.com/islemci/en-ucuz-intel-bx8071512700k-cpu-12700k-ci7-5-ghz-12-cekirdek-25-mb-lga1700-10nm-islemci-fiyatlari,1242275617",Intel BX8071512700K Cpu 12700K Ci7 5 Ghz 12 Çekirdek 25 Mb LGA1700 10Nm İşlemci,9219.2,9350.0,34.758,0,201,44,111
Core i9,Intel Core,Intel Core i9-12900,12.Nesil,5.1,16.0,2.4,"https://www.cimri.com/islemci/en-ucuz-intel-alder-lake-i9-12900-2-40-ghz-30-mb-1700p-fansiz-box-islemci-fiyatlari,1445213683",Intel Alder Lake I9-12900 2.40 ghz 30 mb 1700p Fansız Box İşlemci,11999.52,13874.0,35.01,2,358,149,215
Core i5,Intel Core,Intel Core i5-12600K,12.Nesil,4.9,10.0,3.7,"https://www.cimri.com/islemci/en-ucuz-intel-core-i5-12600k-3-70-ghz-turbo-4-90-ghz-20-mb-cache-lga1700-12-nesil-islemci-fiyatlari,1271999393",Intel Core i5-12600K 3.70 GHZ Turbo 4.90 GHZ 20 MB Cache LGA1700 12.Nesil İşlemci,7135.0,7135.0,27.789,0,37,351,70
Core i5,Intel Core,Intel Core i5-12600KF,12.Nesil,4.9,10.0,3.7,"https://www.cimri.com/islemci/en-ucuz-intel-i5-12600kf-3-70ghz-islemci-fiyatlari,1296241574",Intel i5 12600KF 3.70GHz İşlemci,6275.0,6337.0,27.422,0,74,199,322
Ryzen 7,AMD Ryzen,AMD Ryzen 7 5700G,5.Nesil,4.6,8.0,3.8,"https://www.cimri.com/islemci/en-ucuz-amd-ryzen-7-5700g-3-8-ghz-am4-16mb-islemci-fiyatlari,924113604",Amd Ryzen 7 5700g 3.8 Ghz Am4 16mb İşlemci,4761.4,7185.0,24.612,0,18,76,337
Core i3,Intel Core,Intel Core i3-12100,12.Nesil,4.3,4.0,3.3,"https://www.cimri.com/islemci/en-ucuz-intel-core-core-i3-12100-4-30-ghz-4-cekirdek-17-mb-1700-p-10-nm-islemci-fiyatlari,1198880783",Intel Core Core i3 12100 4.30 Ghz 4 Çekirdek 17 MB 1700 p 10 nm İşlemci,2875.02,3176.0,13.809,3,21,360,108
Core i7,Intel Core,Intel Core i7-13700KF,11.Nesil,5.0,8.0,3.6,"https://www.cimri.com/islemci/en-ucuz-intel-core-ci7-11700kf-3-60-ghz-16-mb-1200p-box-fansiz-islemci-fiyatlari,1476999430",Intel Core CI7 11700KF 3.60 Ghz 16 MB 1200P Box Fansız İşlemci,6319.08,9557.0,46.472,0,226,220,121
Core i9,Intel Core,Intel Core i9-12900F,12.Nesil,5.1,16.0,2.4,"https://www.cimri.com/islemci/en-ucuz-intel-core-i9-12900f-2-4-ghz-30-mb-1700p-12-nesil-box-islemci-fiyatlari,1779164837",Intel Core i9-12900F 2.4 Ghz 30 MB 1700P 12.Nesil Box İşlemci,11483.01,12489.0,37.3,2,161,233,215
Celeron G,Intel Celeron,Intel Celeron G6900,9.Nesil,3.5,2.0,3.5,"https://www.cimri.com/islemci/en-ucuz-intel-celeron-g5920-3-5-ghz-2mb-1200p-10-nesil-islemci-fiyatlari,778966729",Intel Celeron G5920 3.5 Ghz 2MB 1200P 10. Nesil İşlemci,1428.82,1498.0,4.415,3,309,134,167
Core i5,Intel Core,Intel Core i5-13400,11.Nesil,4.4,6.0,2.6,"https://www.cimri.com/islemci/en-ucuz-intel-core-i5-11400-2-6-ghz-lga1200-12-mb-cache-kutulu-islemci-fiyatlari,1112558605",Intel Core İ5 11400 2.6 Ghz LGA1200 12 MB Cache Kutulu Işlemci,3852.17,3917.0,26.205,6,103,382,28
Ryzen 5,AMD Ryzen,AMD Ryzen 5 3600,3.Nesil,4.2,6.0,3.6,"https://www.cimri.com/islemci/en-ucuz-amd-ryzen-5-3600-wof-3-6-ghz-am4-35-mb-cache-65-w-islemci-fiyatlari,2037865663",AMD Ryzen 5 3600 WOF 3.6 GHz AM4 35 MB Cache 65 W İşlemci,2149.0,2519.0,17.794,3,17,1,73
Core i7,Intel Core,Intel Core i7-13700K,11.Nesil,5.0,8.0,3.6,"https://www.cimri.com/islemci/en-ucuz-intel-bx8070811700k-core-i7-11700k-3-60-5-00-ghz-16-mb-1200p-uhd750-islemci-fiyatlari,795676860",Intel BX8070811700k Core i7-11700K 3.60-5.00 Ghz 16 MB 1200P UHD750 İşlemci,7130.89,7980.0,47.03,0,226,222,224
Core i5,Intel Core,Intel Core i5-12600KF,12.Nesil,4.9,10.0,3.7,"https://www.cimri.com/islemci/en-ucuz-intel-core-i5-12600kf-3-70-ghz-20-mb-cache-lga1700-box-fansiz-islemci-fiyatlari,1719052866",Intel Core i5-12600KF 3.70 Ghz 20 mb Cache Lga1700 Box Fansız İşlemci,6226.29,6259.0,27.422,0,189,190,322
Core i7,Intel Core,Intel Core i7-12700F,12.Nesil,4.9,12.0,2.1,"https://www.cimri.com/islemci/en-ucuz-intel-alder-lake-i7-12700f-1700-pin-fanli-box-islemci-fiyatlari,1543689282",Intel Alder Lake i7 12700F 1700 Pin Fanlı Box İşlemci,7287.56,7903.0,31.146,2,96,133,99
Core i5,Intel Core,Intel Core i5-12400,12.Nesil,4.4,6.0,2.5,"https://www.cimri.com/islemci/en-ucuz-intel-bx8071512400-cpu-12400-ci5-4-4-ghz-6-cekirdek-18-mb-lga1700-10nm-islemci-fiyatlari,1242275613",Intel BX8071512400 Cpu 12400 Ci5 4.4 Ghz 6 Çekirdek 18 Mb LGA1700 10Nm İşlemci,4618.25,4750.0,19.532,6,118,250,112
Xeon,Intel Xeon E5,Intel Xeon E5-2609 @ 2.40GHz,,1.7,4.0,1.7,"https://www.cimri.com/islemci/en-ucuz-intel-xeon-e5-2609-1-7-ghz-2011p-islemci-fiyatlari,138438783",Intel Xeon E5-2609 1.70 GHz 2011p 8 Çekirdekli İşlemci,3630.77,3713.0,2.741,5,275,310,213
Core i3,Intel Core,Intel Core i3-13100,10.Nesil,4.3,4.0,3.6,"https://www.cimri.com/islemci/en-ucuz-intel-i3-10100-6m-cache-up-to-4-30-ghz-islemci-fiyatlari,745373297",Intel i3-10100 6M Cache Up To 4.30 GHz İşlemci,3089.03,3101.0,14.237,3,150,33,225
Ryzen 7,AMD Ryzen,AMD Ryzen 7 5800X,5.Nesil,4.7,8.0,3.8,"https://www.cimri.com/islemci/en-ucuz-amd-ryzen-7-5800x-3-8-ghz-32-mb-am4-fansiz-islemci-fiyatlari,760546746",AMD Ryzen 7 5800X 3.8 Ghz 32 MB AM4 Fansız İşlemci,8238.29,8408.0,28.086,0,119,191,4
Xeon E5,Intel Xeon,Intel Xeon E5-2643 @ 3.30GHz,,2.8,6.0,2.3,"https://www.cimri.com/islemci/en-ucuz-hpe-662248-b21-b-e5-2630-2-3-ghz-cpu-kit-dl380-gen8-islemci-fiyatlari,1505258183",HPE 662248-B21 B E5-2630 2.3 GHz Cpu Kit Dl380 Gen8 İşlemci,4424.71,5595.0,5.489,5,184,329,184
Core i5,Intel Core,Intel Core i5-13600K,10.Nesil,4.8,6.0,4.1,"https://www.cimri.com/islemci/en-ucuz-intel-i5-10600ka-4-1ghz-12-mb-lga1200-islemci-fiyatlari,648461020",Intel i5 10600KA 4.1GHZ 12 MB LGA1200 İşlemci,4389.12,6016.0,38.459,0,380,66,136
Xeon Silver,Intel Xeon,Intel Xeon 2.40GHz,2.Nesil,3.5,12.0,2.4,"https://www.cimri.com/islemci/en-ucuz-lenovo-4xg7a37980-islemci-fiyatlari,765772217",Lenovo 4XG7A37980 İşlemci,37169.28,40332.0,180.0,1,212,126,230
Ryzen 7,AMD Ryzen,AMD Ryzen 7 3700X,3.Nesil,4.4,8.0,3.6,"https://www.cimri.com/islemci/en-ucuz-amd-100-100000071box-ryzen-7-3700x3-64-4ghz-am4-cpu-islemci-fiyatlari,340557427",AMD 100-100000071BOX Ryzen 7 3700x3.6/4.4GHz AM4 CPU İşlemci,8524.69,8525.0,22.689,0,174,36,171
Core i5,Intel Core,Intel Core i5-12400F,12.Nesil,4.4,6.0,2.5,"https://www.cimri.com/islemci/en-ucuz-intel-bx8071512400f-cpu-12400f-ci5-2-50-ghz-lga1700-islemci-fiyatlari,1213468216",Intel BX8071512400F Cpu 12400F CI5 2.50 Ghz LGA1700 İşlemci,3658.41,4076.0,19.73,6,140,6,353
Core i3,Intel Core,Intel Core i3-12100F,12.Nesil,4.3,4.0,3.3,"https://www.cimri.com/islemci/en-ucuz-intel-bx8071512100f-i3-12100f-4-3ghz-4-cekirdek-17mb-lga1700-10-nm-islemci-fiyatlari,2081894382",Intel BX8071512100F i3-12100F 4.3GHz 4 Çekirdek 17MB LGA1700 10 nm İşlemci,2434.79,2652.0,14.321,3,345,139,345
Core i9,Intel Core,Intel Core i9-12900KF,12.Nesil,5.2,16.0,3.2,"https://www.cimri.com/islemci/en-ucuz-intel-i9-12900kf-16-core-3-20-ghz-30-mb-125-w-lga1700-12-nesil-box-islemci-fiyatlari,1784009010",Intel i9-12900KF 16 Core 3.20 ghz 30 mb 125 w LGA1700 12. Nesil Box İşlemci,11698.0,12218.0,41.421,2,233,92,48
Xeon Silver,Intel Xeon,Intel Xeon 3.40GHz,2.Nesil,3.2,10.0,2.4,"https://www.cimri.com/islemci/en-ucuz-lenovo-4xg7a37981-islemci-fiyatlari,693247997",Lenovo 4XG7A37981 İşlemci,16218.68,18613.0,375.0,1,207,218,327
Celeron,İntel Celeron,Intel Celeron 7305,,1.8,1.0,1.8,"https://www.cimri.com/islemci/en-ucuz-intel-celeron-430-1-8ghz-775pin-islemci-fiyatlari,844442",Intel Celeron 430 1.80 GHz Tek Çekirdekli 775Pin İşlemci,479.04,489.0,2.189,5,221,213,310
AMD,Ryzen 3,AMD Ryzen 3 3300X,3.Nesil,4.3,4.0,3.8,"https://www.cimri.com/islemci/en-ucuz-amd-ryzen-3-3300x-3-8ghz-am4-islemci-fiyatlari,555354206",AMD Ryzen 3 3300X 3.8GHz AM4 İşlemci,2249.0,2774.0,12.689,3,4,320,85
Core i9,Intel Core,Intel Core i9-12900,12.Nesil,5.1,16.0,2.4,"https://www.cimri.com/islemci/en-ucuz-intel-core-i9-12900-30-mb-16-cekirdekli-ob-uhd-vga-1700p-65-w-kutulu-fanli-islemci-fiyatlari,1754981206",Intel Core i9 12900 30 MB 16 Çekirdekli O/B Uhd Vga 1700P 65 W Kutulu Fanlı İşlemci,13033.78,13034.0,35.01,2,216,216,233
Core i9,Intel Core,Intel Core i9-12900,12.Nesil,5.1,16.0,2.4,"https://www.cimri.com/islemci/en-ucuz-intel-core-i9-12900-30-mb-16-cekirdekli-ob-uhd-vga-1700p-65-w-kutulu-fanli-islemci-fiyatlari,1754981206",Intel Core i9 12900 30 MB 16 Çekirdekli O/B Uhd Vga 1700P 65 W Kutulu Fanlı İşlemci,13033.78,13034.0,35.01,2,215,216,233
Ryzen 7,AMD Ryzen,AMD Ryzen 7 5700G,5.Nesil,4.6,8.0,3.8,"https://www.cimri.com/islemci/en-ucuz-amd-ryzen-7-5700g-islemci-100-100000263box-fiyatlari,915473798",Amd Ryzen 7 5700g İşlemci (100-100000263box),4630.58,4921.0,24.612,0,89,313,340
Xeon Silver,Intel Xeon,Intel Xeon 3.40GHz,2.Nesil,3.2,10.0,2.2,"https://www.cimri.com/islemci/en-ucuz-hpe-dl380-p02492-b21-gen10-xeon-silver-4210-cpu-kit-islemci-fiyatlari,1019069379",HPE DL380 P02492-B21 Gen10 Xeon Silver 4210 CPU Kit İşlemci,13318.61,15416.0,375.0,1,126,327,372
Core i7,Intel Core,Intel Core i7-13700F,11.Nesil,4.9,8.0,2.5,"https://www.cimri.com/islemci/en-ucuz-intel-core-i7-11700f-2-50-ghz-16-mb-cache-lga1200-11-nesil-islemci-fiyatlari,1272663129",Intel Core i7-11700F 2.50 GHZ 16 MB Cache LGA1200 11.Nesil İşlemci,6425.81,9213.0,38.686,6,179,137,371
Core i7,Intel Core,Intel Core i7-13700K,11.Nesil,5.0,8.0,3.6,"https://www.cimri.com/islemci/en-ucuz-intel-core-i7-11700k-5-00ghz-16mb-14nm-lga1200-islemci-fiyatlari,2082387077",Intel Core i7-11700K 5.00Ghz 16Mb 14nm LGA1200 İşlemci,9162.65,9275.0,47.03,0,224,193,121
Celeron,İntel Celeron,Intel Celeron 7305,,1.8,1.0,1.8,"https://www.cimri.com/islemci/en-ucuz-intel-celeron-430-1-8ghz-775pin-islemci-fiyatlari,844442",Intel Celeron 430 1.80 GHz Tek Çekirdekli 775Pin İşlemci,479.04,489.0,2.189,5,213,213,310
Core i7,Intel Core,Intel Core i7-13700KF,11.Nesil,5.0,8.0,3.6,"https://www.cimri.com/islemci/en-ucuz-intel-11-nesil-i5-11700kf-3-60-ghz-16-m-fclga1200-fansiz-cpu-islemci-box-fiyatlari,982579172",Intel 11. Nesil İ5 11700KF 3.60 Ghz 16 m FCLGA1200 Fansız Cpu İşlemci Box,6221.4,8181.0,46.472,0,180,224,198
